Ваш муниципалитет;УИК;Адрес для голосования: ;Место голосования
Юго-Запад;1059;Петергофское шоссе, дом 5, корпус 3;здание школы экономики и права
Юго-Запад;1060;Петергофское шоссе, дом 5, корпус 3;здание школы экономики и права
Юго-Запад;1061;Петергофское шоссе, дом 5, корпус 4;здание школы №247
Юго-Запад;1062;Петергофское шоссе, дом 5, корпус 4;здание школы №247
Юго-Запад;1063;Петергофское шоссе, дом 5, корпус 4;здание школы №247
Юго-Запад;1064;Маршала Захарова улица, дом 52;здание лицея №369
Юго-Запад;1065;Маршала Захарова улица, дом 52;здание лицея №369
Юго-Запад;1066;Маршала Захарова улица, дом 52;здание лицея №369
Юго-Запад;1067;Маршала Захарова улица, дом 58;здание лицея №369
Юго-Запад;1068;Маршала Захарова улица, дом 58;здание лицея №369
