Ваш муниципалитет;УИК;Адрес для голосования: ;Место голосования
Озеро Долгое;1833;Авиаконструкторов проспект, дом 15, корпус 2;школа №38
Озеро Долгое;1834;Комендантский проспект, дом 22, корпус 3;лицей №40
Озеро Долгое;1835;Авиаконструкторов проспект, дом 15, корпус 2;школа №38
Озеро Долгое;1836;Авиаконструкторов проспект, дом 15, корпус 2;школа №38
Озеро Долгое;1837;Авиаконструкторов проспект, дом 15, корпус 2;школа №38
Озеро Долгое;1838;Ильюшина улица, дом 15, корпус 3;школа №582
Озеро Долгое;1839;Ильюшина улица, дом 15, корпус 3;школа №582
Озеро Долгое;1840;Ильюшина улица, дом 15, корпус 3;школа №582
Озеро Долгое;1841;Богатырский проспект, дом 19;школа №644
Озеро Долгое;1842;Богатырский проспект, дом 19;школа №644
Озеро Долгое;1843;Богатырский проспект, дом 19;школа №644
Озеро Долгое;1844;Богатырский проспект, дом 19;школа №644
Оккервиль;1488;Большевиков проспект, дом 4, корпус 2;ГОУ СОШ №268
Оккервиль;1489;Большевиков проспект, дом 4, корпус 2;ГОУ СОШ №268
Оккервиль;1490;Большевиков проспект, дом 4, корпус 2;ГОУ СОШ №268
Оккервиль;1491;Большевиков проспект, дом 4, корпус 2;ГОУ СОШ №268
Оккервиль;1492;Большевиков проспект, дом 4, корпус 2;ГОУ СОШ №268
Оккервиль;1493;Товарищеский проспект, дом 10, корпус 2;ГОУ СОШ №332
Оккервиль;1494;Товарищеский проспект, дом 10, корпус 2;ГОУ СОШ №332
Оккервиль;1495;Солидарности проспект, дом 11, корпус 2;ГОУ СОШ №593
Оккервиль;1496;Солидарности проспект, дом 11, корпус 2;ГОУ СОШ №593
Оккервиль;1497;Солидарности проспект, дом 11, корпус 2;ГОУ СОШ №593
Оккервиль;1498;Товарищеский проспект, дом 28, корпус 2;ГОУ СОШ №26
Оккервиль;1499;Товарищеский проспект, дом 28, корпус 2;ГОУ СОШ №26
Оккервиль;1500;Товарищеский проспект, дом 28, корпус 2;ГОУ СОШ №26
Оккервиль;1501;Товарищеский проспект, дом 28, корпус 2;ГОУ СОШ №26
Оккервиль;1502;Товарищеский проспект, дом 28, корпус 2;ГОУ СОШ №26
Оккервиль;1503;Подвойского улица, дом 50, корпус 4;ГОУ СОШ №592
Оккервиль;1504;Подвойского улица, дом 50, корпус 4;ГОУ СОШ №592
Оккервиль;1505;Подвойского улица, дом 50, корпус 4;ГОУ СОШ №592
Оккервиль;1506;Коллонтай улица, дом 41, корпус 2;ГОУ СОШ №528
Оккервиль;1507;Коллонтай улица, дом 41, корпус 2;ГОУ СОШ №528
округ № 7;104;Кадетская линия В.О., дом 3, литера А;ГБОУ СОШ №35
округ № 7;105;Кадетская линия В.О., дом 3, литера А;ГБОУ СОШ №35
округ № 7;106;2-я линия В.О., дом 23, литера А;Гидрологический институт
округ № 7;107;5-я линия В.О., дом 16/17;ГБОУ СОШ №21
округ № 7;108;5-я линия В.О., дом 16/17;ГБОУ СОШ №21
округ № 7;109;9-я линия В.О., дом 6;ГБОУ СОШ №700
округ № 7;110;9-я линия В.О., дом 6;ГБОУ СОШ №700
округ № 7;111;набережная Лейтенанта Шмидта, дом 15/1;ГБОУ СОШ №27
округ № 7;112;13-я линия В.О., дом 28 А;ГБОУ СОШ №5
округ № 7;113;13-я линия В.О., дом 28 А;ГБОУ СОШ №5
округ № 7;114;набережная Лейтенанта Шмидта, дом 15/1;ГБОУ СОШ №27
округ № 7;115;Большой проспект В.О., дом 65;"ГБУ ""Дом молодежи Василеостровского района"""
округ № 7;116;Большой проспект В.О., дом 65;"ГБУ ""Дом молодежи Василеостровского района"""
округ № 7;117;Большой проспект В.О., дом 65;"ГБУ ""Дом молодежи Василеостровского района"""
округ № 7;118;Большой проспект В.О., дом 88;ГБОУ СОШ №4 имени Жака-Иво-Кусто
Петровский;1644;Чкаловский проспект, дом 15, литера А;"ЗАО ""СПб-Принт"""
Петровский;1645;улица Пудожская, дом 4 Б;гимназия №56
Петровский;1646;Чкаловский проспект, дом 15, литера А;"ЗАО ""СПб-Принт"""
Петровский;1647;улица Шамшева, дом 8;ДК имени Шелгунова
Петровский;1648;Большой проспект П.С., дом 29/2;Радиотехнический колледж
Петровский;1649;улица Малая Разночинная, дом 2-4;ГОУ СОШ №50
Петровский;1650;улица Малая Разночинная, дом 2-4;ГОУ СОШ №50
Петровский;1651;улица Красного Курсанта, дом 6/9;гимназия №610
Петровский;1652;улица Красного Курсанта, дом 6/9;гимназия №610
Петровский;1653;улица Новоладожская, дом 8;ГБОУ Центр образования №173
Остров Декабристов;158;улица Наличная, дом 46, корпус 1;Общежитие Горного университета
Остров Декабристов;159;улица Наличная, дом 44, корпус 4;ГБОУ гимназия №586
Остров Декабристов;160;улица Наличная, дом 44, корпус 4;ГБОУ гимназия №586
Остров Декабристов;161;улица Наличная, дом 44, корпус 4;ГБОУ гимназия №586
Остров Декабристов;162;улица Наличная, дом 44, корпус 5;ГБОУ СОШ №16
Остров Декабристов;163;улица Наличная, дом 44, корпус 5;ГБОУ СОШ №16
Остров Декабристов;164;улица Наличная, дом 44, корпус 5;ГБОУ СОШ №16
Остров Декабристов;165;улица Кораблестроителей, дом 37, корпус 5;ГБОУ гимназия №586
Остров Декабристов;166;улица Кораблестроителей, дом 37, корпус 5;ГБОУ гимназия №586
Остров Декабристов;167;улица Кораблестроителей, дом 38, корпус 2;ГБОУ СОШ №31
Остров Декабристов;168;улица Кораблестроителей, дом 38, корпус 2;ГБОУ СОШ №31
Остров Декабристов;169;улица Кораблестроителей, дом 38, корпус 2;ГБОУ СОШ №31
Остров Декабристов;170;улица Кораблестроителей, дом 38, корпус 2;ГБОУ СОШ №31
Остров Декабристов;171;улица Кораблестроителей, дом 38, корпус 2;ГБОУ СОШ №31
Остров Декабристов;172;улица Кораблестроителей, дом 42, корпус 2;ГБОУ СОШ №10
Остров Декабристов;173;улица Кораблестроителей, дом 42, корпус 2;ГБОУ СОШ №10
Остров Декабристов;174;улица Кораблестроителей, дом 42, корпус 2;ГБОУ СОШ №10
Остров Декабристов;175;проспект КИМа, дом 11 Б;ГБОУ СОШ №18
Остров Декабристов;176;переулок Каховского, дом 9;Академическая гимназия СПбГУ
Остров Декабристов;177;переулок Каховского, дом 2 Б;ГБОУ школа-интернат №576
Остров Декабристов;178;переулок Каховского, дом 2 Б;ГБОУ школа-интернат №576
Остров Декабристов;179;проспект КИМа, дом 11 Б;ГБОУ СОШ №18
Остров Декабристов;182;набережная реки Смоленки, дом 3, корпус 1;помещение СПб ГБУЗ ГП №3
ПАВЛОВСК ГОРОД;1984;Березовая улица, дом 13;ГБОУ СОШ №638
ПАВЛОВСК ГОРОД;1985;Конюшенная улица, дом 7;"СПб ГБУ ""ЦККД ""Павловск"""
ПАВЛОВСК ГОРОД;1986;Декабристов улица, дом 16;ГБОУ СОШ №315
ПАВЛОВСК ГОРОД;1987;Садовая улица, дом 49, корпус 2;СПб ГБСУСО «Дом ветеранов войны и труда №1»
ПАВЛОВСК ГОРОД;1988;Березовая улица, дом 18;ФГОУ СПО «Межрегиональный центр (колледж) Минздравсоцразвития России»
ПАВЛОВСК ГОРОД;1989;Конюшенная улица, дом 24;ГБОУ СОШ №464
ПАВЛОВСК ГОРОД;1990;Горная улица, дом 14, литера А;ГНУ Павловская опытная станция ВИР
ПАВЛОВСК ГОРОД;1991;Клубная площадь (Динамо), дом 1;ПМК «Павловчанин»
Парголово;291;Торфяное, улица Кооперативная, дом 27, литера А;здание школы №469
Парголово;292;Выборгское шоссе, дом 369, корпус 3, литера А;здание школы №474
Парголово;293;улица Торфяная, дом 25, литера А;здание школы №475
Парголово;294;Тихоокеанская улица, дом 16, литера А;здание детского сада №34
Парголово;295;улица Шишкина, дом 30;здание ДЮСШОР
Парголово;296;Осиновая Роща, Школьный переулок, дом 1, литера А;здание школы №471
Парголово;297;Осиновая Роща, Юкковское шоссе, дом 6, корпус 1, литера А;здание школы №471
Парголово;298;Осиновая Роща, Юкковское шоссе, дом 6, корпус 1, литера А;здание школы №471
Парголово;299;Осиновая Роща, Юкковское шоссе, дом 6, корпус 1, литера А;здание школы №471
Парголово;300;Осиновая Роща, Юкковское шоссе, дом 6, корпус 2, литера А;здание школы №471
Парголово;301;Осиновая Роща, Юкковское шоссе, дом 6, корпус 2, литера А;здание школы №471
Парголово;302;Фёдора Абрамова улица, дом 6, литера А;здание школы №482
Парголово;303;Фёдора Абрамова улица, дом 6, литера А;здание школы №482
Парголово;304;Фёдора Абрамова улица, дом 6, литера А;здание школы №482
Парголово;305;Фёдора Абрамова улица, дом 6, литера А;здание школы №482
Парголово;306;Фёдора Абрамова улица, дом 6, литера А;здание школы №482
Парголово;307;Фёдора Абрамова улица, дом 6, строение 2;здание школы №482
Парголово;308;Фёдора Абрамова улица, дом 6, строение 2;здание школы №482
Парголово;309;Тихоокеанская улица, дом 16, литера А;здание детского сада №34
Парголово;310;Фёдора Абрамова улица, дом 6, строение 2;здание школы №482
Парголово;311;Фёдора Абрамова улица, дом 6, строение 2;здание школы №482
Парголово;312;Фёдора Абрамова улица, дом 6, строение 2;здание школы №482
Парголово;313;Фёдора Абрамова улица, дом 6, строение 2;здание школы №482
Парголово;314;Фёдора Абрамова улица, дом 6, строение 2;здание школы №482
Парголово;315;Фёдора Абрамова улица, дом 6, строение 2;здание школы №482
Песочный поселок;1256;8 квартал ВМГ, дом 140;"СПБГБУК ""Дом культуры и творчества Курортного райна"""
Песочный поселок;1257;улица Ленинградская, дом 53;ГБОУ начальная общеобразовательная школа №437 Курортного района СПб
Песочный поселок;1258;улица Речная, дом 24/26;ГБОУ средняя общеобразовательная школа №466 Курортного района СПб
Песочный поселок;1259;улица Речная, дом 24/26;ГБОУ средняя общеобразовательная школа №466 Курортного района СПб
ПЕТЕРГОФ ГОРОД;1681;Санкт-Петербургское шоссе, дом 130;Психоневрологический интернат №2
ПЕТЕРГОФ ГОРОД;1682;Ропшинское шоссе, дом 8 литера А;ГБДОУ детский сад № 30
ПЕТЕРГОФ ГОРОД;1683;Санкт-Петербургский проспект, дом 4;ГБОУ школа №542
ПЕТЕРГОФ ГОРОД;1684;Эрлеровский бульвар, дом 1/35;ГБОУ школа №416
ПЕТЕРГОФ ГОРОД;1685;улица Володи Дубинина, дом 1;МКУ МО г. Петергоф ТО школа Канторум
ПЕТЕРГОФ ГОРОД;1686;Санкт-Петербургский проспект, дом 43;Гимназия имени Александра II
ПЕТЕРГОФ ГОРОД;1687;Эрлеровский бульвар, дом 20; ГБОУ школа №412
ПЕТЕРГОФ ГОРОД;1688;Эрлеровский бульвар, дом 20; ГБОУ школа №412
ПЕТЕРГОФ ГОРОД;1689;улица Разводная, дом 27;ГБОУ школа №529
ПЕТЕРГОФ ГОРОД;1690;улица Блан-Менильская, дом 5;ГБОУ школа №439
ПЕТЕРГОФ ГОРОД;1691;улица Блан-Менильская, дом 5;ГБОУ школа №439
ПЕТЕРГОФ ГОРОД;1692;Заячий проспект, дом 3;Психоневрологический интернат №3
ПЕТЕРГОФ ГОРОД;1693;Ботаническая улица, дом 6;ГБОУ школа №411
ПЕТЕРГОФ ГОРОД;1694;Ботаническая улица, дом 6;ГБОУ школа №411
ПЕТЕРГОФ ГОРОД;1695;Ботаническая улица, дом 8;ГБОУ школа №419
ПЕТЕРГОФ ГОРОД;1696;Ботаническая улица, дом 8;ГБОУ школа №419
ПЕТЕРГОФ ГОРОД;1697;улица Шахматова, дом 10/1; ГБОУ школа №567
ПЕТЕРГОФ ГОРОД;1698;улица Шахматова, дом 10/1; ГБОУ школа №567
ПЕТЕРГОФ ГОРОД;1699;Собственный проспект, дом 1;Академическая гимназия СПб ГУ
ПЕТЕРГОФ ГОРОД;1700;Бобыльская дорога, дом 59;ГБОУ школа №319
ПЕТЕРГОФ ГОРОД;1701;улица Ульяновская, дом 3;Физический факультет СПб ГУ
ПЕТЕРГОФ ГОРОД;1703;улица Юты Бондаровской, дом 23, литер А;"СПб ГБУ ""Комплексный центр социального обслуживания населения"""
Пискарёвка;540;Мечникова проспект, дом 16;Бестужевская гимназия №159
Пискарёвка;541;Мечникова проспект, дом 16;Бестужевская гимназия №159
Пискарёвка;542;Мечникова проспект, дом 2, лит.А;дом детского творчества
Пискарёвка;543;Мечникова проспект, дом 5;школа №653
Пискарёвка;544;Брюсовская улица, дом 10;Брюсовская гимназия №192
Пискарёвка;545;Брюсовская улица, дом 10;Брюсовская гимназия №192
Пискарёвка;546;Меншиковский проспект, дом 2;технический колледж
Пискарёвка;547;Мечникова проспект, дом 16;Бестужевская гимназия №159
Пискарёвка;548;Маршала Блюхера проспект, дом 14;"ПМК ""Ровесник"""
Пискарёвка;532;Руставели улица, дом 26;школа №184
Пискарёвка;533;Меншиковский проспект, дом 2;технический колледж
Пискарёвка;534;Меншиковский проспект, дом 15, корпус 3;школа №156
Пискарёвка;535;Меншиковский проспект, дом 15, корпус 3;школа №156
Пискарёвка;536;Верности улица, дом 38, корпус 4;школа №184
Пискарёвка;537;Верности улица, дом 38, корпус 4;школа №184
Пискарёвка;538;Руставели улица, дом 26;школа №184
Пискарёвка;539;Науки проспект, дом 44;библиотека-филиал №14
Пискарёвка;572;Бестужевская улица, дом 5, корпус 1;ГБОУ школа №100
Пискарёвка;574;Бестужевская улица, дом 5, корпус 1;ГБОУ школа №100
Пискарёвка;575;Бестужевская улица, дом 5, корпус 1;ГБОУ школа №100
Полюстрово;901;Пискаревский проспект, дом 163;здание детского сада №23
Полюстрово;902;Пискаревский проспект, дом 163;здание детского сада №23
Полюстрово;903; проспект Маршала Блюхера, дом 44, корпус 2;здание школы №521
Полюстрово;904; проспект Маршала Блюхера, дом 44, корпус 2;здание школы №521
Полюстрово;905; проспект Маршала Блюхера, дом 44, корпус 2;здание школы №521
Полюстрово;906;улица Маршала Тухачевского, дом 29;здание школы №180
Полюстрово;907;улица Маршала Тухачевского, дом 29;здание школы №180
Полюстрово;908;улица Маршала Тухачевского, дом 29;здание школы №180
Полюстрово;909;улица Маршала Тухачевского, дом 29;здание школы №180
Полюстрово;910;улица Стасовой, дом 4, корпус 2;здание школы №188
Полюстрово;911;улица Стасовой, дом 4, корпус 2;здание школы №188
Полюстрово;912;улица Стасовой, дом 4, корпус 2;здание школы №188
Полюстрово;913;улица Маршала Тухачевского, дом 17;здание школы №188
Полюстрово;914;улица Маршала Тухачевского, дом 17;здание школы №188
Полюстрово;915;улица Маршала Тухачевского, дом 17;здание школы №188
Полюстрово;916;улица Маршала Тухачевского, дом 17;здание школы №188
Полюстрово;917;Пискаревский проспект, дом 13;здание школы №143
Полюстрово;918;Пискаревский проспект, дом 13;здание школы №143
Полюстрово;919;Пискаревский проспект, дом 13;здание школы №143
Полюстрово;920;Пискаревский проспект, дом 13;здание школы №143
Полюстрово;960;Муринская дорога, дом 70 корпус 2;здание школы №147
Полюстрово;961;Муринская дорога, дом 70 корпус 2;здание школы №147
Полюстрово;962;Маршака проспект, дом 24, корпус 2, литера А;здание школы №191
Полюстрово;963;Маршака проспект, дом 24, корпус 2, литера А;здание школы №191
Пороховые;973;проспект Ириновский, дом 17, корпус 5;здание школы №562
Пороховые;974;проспект Ириновский, дом 17, корпус 5;здание школы №562
Пороховые;975;проспект Ударников, дом 22, корпус 3;здание школы №127
Пороховые;976;проспект Ударников, дом 22, корпус 3;здание школы №127
Пороховые;977;проспект Ударников, дом 17, корпус 2;здание гимназии-интерната №664
Пороховые;978;проспект Ударников, дом 17, корпус 2;здание гимназии-интерната №664
Пороховые;979;проспект Ударников, дом 17, корпус 2;здание гимназии-интерната №664
Пороховые;980;проспект Ударников, дом 17, корпус 2;здание гимназии-интерната №664
Пороховые;981;проспект Ударников, дом 17, корпус 2;здание гимназии-интерната №664
Пороховые;982;проспект Индустриальный, дом 10, корпус 2;здание школы №147
Пороховые;983;проспект Индустриальный, дом 10, корпус 2;здание школы №147
Пороховые;984;проспект Индустриальный, дом 10, корпус 2;здание школы №147
Пороховые;985;проспект Индустриальный, дом 10, корпус 2;здание школы №147
Пороховые;986;проспект Индустриальный, дом 10, корпус 2;здание школы №147
Пороховые;987;проспект Ириновский, дом 23, корпус 2;здание гимназии №177
Пороховые;988;проспект Ириновский, дом 23, корпус 2;здание гимназии №177
Пороховые;989;проспект Ириновский, дом 23, корпус 2;здание гимназии №177
Пороховые;990;проспект Наставников, дом 40, корпус 2;здание гимназии №405
Пороховые;991;проспект Наставников, дом 40, корпус 2;здание гимназии №405
Пороховые;992;проспект Наставников, дом 40, корпус 2;здание гимназии №405
Пороховые;993;проспект Ударников, дом 31;здание гимназии №196
Пороховые;994;проспект Ударников, дом 31;здание гимназии №196
Пороховые;995;проспект Ударников, дом 31;здание гимназии №196
Пороховые;996;проспект Ударников, дом 31;здание гимназии №196
Пороховые;997;улица Осипенко, дом 8;здание школы №531
Пороховые;998;улица Осипенко, дом 8;здание школы №531
Пороховые;999;улица Осипенко, дом 5, корпус 2;здание школы №349
Пороховые;1000;улица Осипенко, дом 5, корпус 2;здание школы №349
Пороховые;1001;улица Осипенко, дом 5, корпус 2;здание школы №349
Пороховые;1002;улица Ленская, дом 2, корпус 2;"здание Дворца творчества юных ""На Ленской"""
Пороховые;1003;проспект Косыгина, дом 25, корпус 2;здание школы №233
Пороховые;1004;проспект Косыгина, дом 25, корпус 2;здание школы №233
Пороховые;1005;проспект Косыгина, дом 25, корпус 2;здание школы №233
Пороховые;1006;улица Ленская, дом 1, корпус 2;здание детско-юношеской спортивной школы №2
Пороховые;1007;улица Ленская, дом 1, корпус 2;здание детско-юношеской спортивной школы №2
Пороховые;1008;улица Ленская, дом 1, корпус 2;здание детско-юношеской спортивной школы №2
Пороховые;1009;улица Хасанская, дом 14, корпус 2;здание школы №151
Пороховые;1010;улица Хасанская, дом 14, корпус 2;здание школы №151
Пороховые;1011;улица Хасанская, дом 14, корпус 2;здание школы №151
Пороховые;1012;проспект Наставников, дом 11, корпус 2;здание школы №182
Пороховые;1013;проспект Наставников, дом 11, корпус 2;здание школы №182
Пороховые;1014;проспект Наставников, дом 11, корпус 2;здание школы №182
Пороховые;1015;улица Белорусская, дом 26, корпус 2;здание школы №191
Пороховые;1016;улица Белорусская, дом 26, корпус 2;здание школы №191
Пороховые;1017;улица Белорусская, дом 26, корпус 2;здание школы №191
Пороховые;1018;улица Белорусская, дом 26, корпус 2;здание школы №191
Пороховые;1019;улица Хасанская, дом 18, корпус 3;"здание ""Школы здоровья и индивидуального развития"""
Пороховые;1020;улица Хасанская, дом 18, корпус 3;"здание ""Школы здоровья и индивидуального развития"""
Пороховые;1021;улица Белорусская, дом 10;здание лицея №265
Пороховые;1022;улица Хасанская, дом 18, корпус 3;"здание ""Школы здоровья и индивидуального развития"""
Пороховые;1023;улица Белорусская, дом 10;здание лицея №265
Посадский;1627;Троицкая площадь П.С., дом 3;ЛенНИИ проект
Посадский;1628;улица Большая Посадская, дом 5/7;ГОУ СОШ №75
Посадский;1629;Певчевский переулок, дом 4;гимназия №85
Посадский;1630;улица Большая Посадская, дом 5/7;ГОУ СОШ №75
Посадский;1631;улица Мира, дом 26;лицей №82
Посадский;1632;улица Мира, дом 18;гимназия №80
Посадский;1633;улица Мира, дом 26;лицей №82
Посадский;1634;улица Льва Толстого, дом 8;АНО Спортивный центр Петроградец
 Александровская;1992;Волхонское шоссе, дом 32;ГБОУ СОШ № 462
 Белоостров поселок;1254;улица Восточная, дом 6 литера А;"Район теплоснабжения Курортного района ООО ""Петербургтеплоэнерго"""
Левашово;289;Володарского улица, дом 9;"здание Дома культуры ""Левашовский"""
Левашово;290;улица Первомайская, дом 37, литера А;здание школы №472
поселок Лисий Нос;1729;Приморское шоссе, дом 48;"ДК ""Лисий Нос"""
поселок Лисий Нос;1730;Приморское шоссе, дом 48;"ДК ""Лисий Нос"""
 Металлострой;882;Плановая улица, дом 14;ГБОУ СОШ Лицей № 273
 Металлострой;883;Пушкинская улица, дом 8 А;ГБОУ СОШ №451
 Металлострой;884;Пушкинская улица, дом 8 А;ГБОУ СОШ №451
 Металлострой;885;Центральная улица, дом 12;"СПб ГБУ ""ДК им.В.В.Маяковского"""
 Металлострой;886;Центральная улица, дом 12;"СПб ГБУ ""ДК им.В.В.Маяковского"""
 Металлострой;887;Полевая улица, дом 10;ГБОУ СОШ №621
 Металлострой;888;Полевая улица, дом 10;ГБОУ СОШ №621
 Металлострой;889;Полевая улица, дом 10;ГБОУ СОШ №621
 Металлострой;890;Полевая улица, дом 10;ГБОУ СОШ №621
 Металлострой;891;Школьная улица, дом 8;ГБОУ НОШ №453
 Молодежное поселок;1271;улица Правды, дом 6 А;ГБОУ средняя общеобразовательная школа №447 Курортного района СПб
Петро-Славянка;892;Труда улица, дом 1;"СПб ГБУ ""ДК ""Славянка"""
Понтонный;877;Южная улица, дом 13;"СПб ГБУ ""Дом молодежи ""Колпинец"", ПМК ""Балтика"""
Понтонный;878;Южная улица, дом 31;ГБОУ СОШ №520
Понтонный;879;Александра Товпеко улица, дом 14;"СПб ГБУ ""ДК ""Нева"""
Понтонный;880;Волховстроевская улица, дом 14 литер. А;ГБОУ СОШ № 400 имени Александра Невского
Репино поселок;1260;улица Луговая, дом 4;ГБОУ средняя общеобразовательная школа №442 Курортного района СПб
 Саперный;876;Дорожная улица, дом 11;"СПб ГБУ ""ДК ""Саперный"""
 Серово поселок;1270;улица Лесная, дом 9 литера А;"Спортивный объект ""Луч"" СПб ГАУ ""Дирекция по управлению спортивными сооружениями"""
 Смолячково поселок ;1272;Приморское шоссе, дом 704;"ООО ""Пансионат ""Восток-6"""
СОЛНЕЧНОЕ ПОСЕЛОК;1255;Приморское шоссе, дом 374;"Филиал №4 СПБ ГБУК ""Централизованная библиотечная система Курортного района"""
"	ТЯРЛЕВО ПОСЕЛОК";1993;Большая улица, дом 1;Кадетская школа
Усть-Ижора;881;Шлиссельбургское шоссе, дом 219;Муниципальный совет п.Усть-Ижора
УШКОВО ПОСЕЛОК;1269;улица Пляжевая, дом 10;"СПБ ГКУЗ ""Детский туберкулезный санаторий ""Жемчужина"""
Правобережный;1508;Коллонтай улица, дом 36;ПНИ №10
Правобережный;1509;Солидарности проспект, дом 3, корпус 4;ГОУ СОШ №347
Правобережный;1510;Солидарности проспект, дом 3, корпус 4;ГОУ СОШ №347
Правобережный;1511;Солидарности проспект, дом 3, корпус 4;ГОУ СОШ №347
Правобережный;1512;Солидарности проспект, дом 1, корпус 2;ГОУ СОШ №323
Правобережный;1513;Солидарности проспект, дом 1, корпус 2;ГОУ СОШ №323
Правобережный;1514;Солидарности проспект, дом 1, корпус 2;ГОУ СОШ №323
Правобережный;1515;Латышских Стрелков улица, дом 9, корпус 3;ГОУ СОШ №513
Правобережный;1516;Латышских Стрелков улица, дом 9, корпус 3;ГОУ СОШ №513
Правобережный;1517;Латышских Стрелков улица, дом 9, корпус 3;ГОУ СОШ №513
Правобережный;1518;Латышских Стрелков улица, дом 9, корпус 1;ГОУ СОШ №572
Правобережный;1519;Латышских Стрелков улица, дом 9, корпус 1;ГОУ СОШ №572
Правобережный;1520;Латышских Стрелков улица, дом 9, корпус 1;ГОУ СОШ №572
Правобережный;1521;набережная реки Оккервиль, дом 10;ГОУ СОШ №639
Правобережный;1522;набережная реки Оккервиль, дом 10;ГОУ СОШ №639
Правобережный;1523;набережная реки Оккервиль, дом 10;ГОУ СОШ №639
Правобережный;1524;Джона Рида улица, дом 6;ГОУ СОШ №625
Правобережный;1525;Джона Рида улица, дом 6;ГОУ СОШ №625
Правобережный;1526;Союзный проспект, дом 5, корпус 2, строение 1;Школа №691
Правобережный;1527;Джона Рида улица, дом 6;ГОУ СОШ №625
Правобережный;1528;Джона Рида улица, дом 6;ГОУ СОШ №625
Правобережный;1529;Джона Рида улица, дом 3, корпус 1;ГОУ СОШ №667
Правобережный;1530;Пятилеток проспект, дом 6, корпус 3;ГОУ СОШ №641
Правобережный;1531;Пятилеток проспект, дом 6, корпус 3;ГОУ СОШ №641
Правобережный;1532;Союзный проспект, дом 5, корпус 2, строение 1;Школа №691
Правобережный;1535;Латышских Стрелков улица, дом 9, корпус 3;ГОУ СОШ №513
Правобережный;1536;Дальневосточный проспект, дом 8, корпус 1;"ПМК ""Юбилейный"""
Прометей;484;улица Брянцева, дом 24, литера А;ГБУ СШОР №2
Прометей;485;улица Брянцева, дом 24, литера А;ГБУ СШОР №2
Прометей;486;улица Брянцева, дом 24, литера А;ГБУ СШОР №2
Прометей;487;Суздальский проспект, дом 93, корпус 2;ГБОУ Лицей №144
Прометей;488;Суздальский проспект, дом 93, корпус 2;ГБОУ Лицей №144
Прометей;489;улица Ушинского, дом 16;ГБПОУ «Колледж отраслевых технологий «Краснодеревец»
Прометей;490;улица Тимуровская, дом 8, корпус 2;ГБОУ СОШ №119
Прометей;491;улица Тимуровская, дом 8, корпус 2;ГБОУ СОШ №119
Прометей;492;улица Тимуровская, дом 8, корпус 2;ГБОУ СОШ №119
Прометей;493;улица Ольги Форш, дом 17, корпус 2;ГБОУ СОШ №128
Прометей;494;улица Ольги Форш, дом 17, корпус 2;ГБОУ СОШ №128
Прометей;495;улица Ольги Форш, дом 17, корпус 2;ГБОУ СОШ №128
Прометей;496;улица Учительская, дом 9, корпус 3;ГБПУ «Акушерский колледж»
Прометей;497;улица Учительская, дом 3;ГБПОУ «Автодорожный колледж»
Прометей;498;улица Учительская, дом 1;ГБПУ «Высшая банковская школа»
Прометей;499;улица Ольги Форш, дом 9, литера А;ГБОУ СОШ №136
Прометей;500;улица Ольги Форш, дом 9, литера А;ГБОУ СОШ №136
Прометей;501;улица Ольги Форш, дом 9, литера А;ГБОУ СОШ №136
Прометей;502;улица Ушинского, дом 10, корпус 2, литера А;ГБУ СШОР №3
Прометей;503;улица Ушинского, дом 10, корпус 2, литера А;ГБУ СШОР №3
Прометей;504;улица Брянцева, дом 10;ГБОУ СОШ №79
Прометей;505;улица Брянцева, дом 10;ГБОУ СОШ №79
Прометей;506;улица Брянцева, дом 10;ГБОУ СОШ №79
Пулковский меридиан;1395;Варшавская улица, дом 40;Школа №358
Пулковский меридиан;1396;Варшавская улица, дом 40;Школа №358
Пулковский меридиан;1397;Московский проспект, дом 169;Школа №507
Пулковский меридиан;1398;Победы улица, дом 10;Школа №594
Пулковский меридиан;1399;Ленинский проспект, дом 161, корпус 3;Школа №489
Пулковский меридиан;1400;Московский проспект, дом 203 А;Школа №489
Пулковский меридиан;1401;Московский проспект, дом 203 А;Школа №489
Пулковский меридиан;1402;Московский проспект, дом 203 А;Школа №489
Пулковский меридиан;1403;5-й Предпортовый проезд, дом 6, корпус 1;Школа №544
Пулковский меридиан;1404;5-й Предпортовый проезд, дом 6, корпус 1;Школа №544
Пулковский меридиан;1405;5-й Предпортовый проезд, дом 8, корпус 2;Школа №376
Пулковский меридиан;1406;5-й Предпортовый проезд, дом 8, корпус 2;Школа №376
Пулковский меридиан;1407;5-й Предпортовый проезд, дом 6, корпус 1;Школа №544
Пулковский меридиан;1408;Взлетная улица, дом 5, корпус 1;Школа №354
Пулковский меридиан;1409;Взлетная улица, дом 5, корпус 1;Школа №354
Пулковский меридиан;1410;Взлетная улица, дом 5, корпус 1;Школа №354
Пулковский меридиан;1411;Пулковское шоссе, дом 88;Школа №353
Пулковский меридиан;1412;Пулковское шоссе, дом 91, корпус 2;ГБДОО детский сад №1
ПУШКИН ГОРОД;1949;Генерала Хазова улица, дом 7;ГБОУ СОШ №552
ПУШКИН ГОРОД;1950;Генерала Хазова улица, дом 18;ГБОУ СОШ №407
ПУШКИН ГОРОД;1951;Генерала Хазова улица, дом 18;ГБОУ СОШ №407
ПУШКИН ГОРОД;1952;Школьная улица, дом 55;ГБОУ СОШ №477
